Q30565324	Q21756214	P680	Inositol monophosphatase family protein KVU_1787	histidinol-phosphatase activity	molecular function
Q27476387	Q14859873	P680	4-hydroxy-tetrahydrodipicolinate synthase SDY_2667	lyase activity	molecular function
Q22160379	Q14349613	P680	Alcohol dehydrogenase, NAD(P)-dependent ECIAI39_3505	oxidoreductase activity	molecular function
Q29805146	Q167149	P680	Ferritin CELE_C54F6.14	protein binding	molecular function
Q23445867	Q14840132	P680	Uracil phosphoribosyltransferase HI1228	transferase activity, transferring glycosyl groups	molecular function
Q21116826	Q14864645	P680	CAMP responsive element binding protein 3 like 3	RNA polymerase II transcription factor activity, sequence-specific DNA binding	molecular function
Q23530301	Q14865136	P680	Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase CBO3545	nucleotidyltransferase activity	molecular function
Q24117536	Q21757642	P680	ABC transporter ATP-binding protein BN112_0597	amino acid-transporting ATPase activity	molecular function
Q23624992	Q14865768	P680	S-adenosylmethionine--tRNA ribosyltransferase-isomerase PSPTO_1412	isomerase activity	molecular function
Q29825739	Q14864469	P680	Opsin 9	G-protein coupled photoreceptor activity	molecular function
Q24108042	Q21112502	P680	DNA topoisomerase IV subunit A SMc01761	DNA topoisomerase activity	molecular function
Q55204192	Q14840131	P680	Ubiquitin-conjugating enzyme E2 C-like	transferase activity	molecular function
Q24277141	Q14353133	P680	Phosphoglyceromutase O3K_00765	catalytic activity	molecular function
Q23547075	Q14353168	P680	Deoxyuridine 5'-triphosphate nucleotidohydrolase BMA2245	hydrolase activity	molecular function
Q23066562	Q14863083	P680	ADP-heptose synthetase LA_1582	phosphotransferase activity, alcohol group as acceptor	molecular function
Q22301364	Q13667380	P680	DNA gyrase subunit B Cj0003	metal ion binding	molecular function
Q21118574	Q21111599	P680	Creatine kinase, mitochondrial 2	creatine kinase activity	molecular function
Q23586917	Q14840131	P680	Sensor histidine kinase, HAMP and PAS domain-containing GSU1630	transferase activity	molecular function
Q50615033	Q14358843	P680	Hypothetical protein MAB_0366	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular function
Q23612025	Q14349613	P680	Methionine sulfoxide reductase B tlr1214	oxidoreductase activity	molecular function
Q24278271	Q14633858	P680	Integrase O3K_10270	DNA binding	molecular function
Q23494288	Q14817981	P680	ABC transporter ATP-binding protein SAG0614	ATP binding	molecular function
Q50614339	Q14840131	P680	Conserved hypothetical protein (transferase?) MAB_1277	transferase activity	molecular function
Q27744030	Q14349613	P680	nitrite reductase [NAD(P)H] small subunit    MSMEG_0428	oxidoreductase activity	molecular function
Q23471157	Q14840131	P680	Glycosyl transferase family protein CT0225	transferase activity	molecular function
Q23467080	Q14859873	P680	Carbonate dehydratase Rru_A2056	lyase activity	molecular function
Q27757311	Q14864825	P680	Cold shock protein B SCO4325	nucleic acid binding	molecular function
Q21991268	Q21105338	P680	Target of myb1-like 2 (chicken)	clathrin binding	molecular function
Q27735573	Q21096302	P680	UDP-N-acetylenolpyruvoylglucosamine reductase Mb0492	FAD binding	molecular function
Q22271270	Q13667380	P680	D-alanine--D-alanine ligase NMB0424	metal ion binding	molecular function
Q23517366	Q14840131	P680	Homocysteine S-methyltransferase YbgG BSU02410	transferase activity	molecular function
Q23618934	Q21125257	P680	Signal recognition particle protein CC_3653	7S RNA binding	molecular function
Q23614100	Q14349613	P680	Inosine-5'-monophosphate dehydrogenase SRU_1496	oxidoreductase activity	molecular function
Q23604623	Q21762196	P680	Spermidine/putrescine ABC transporter ATPase Smed_3850	polyamine-transporting ATPase activity	molecular function
Q21120953	Q14865603	P680	Nuclear receptor subfamily 2 group C member 1	histone deacetylase binding	molecular function
Q23458986	Q21136060	P680	N-acylneuraminate-9-phosphatase FN0213	N-acylneuraminate cytidylyltransferase activity	molecular function
Q56108163	Q14817981	P680	ABC transporter ATP-binding protein MXAN_RS19810	ATP binding	molecular function
Q27474829	Q14860365	P680	Hypothetical protein SDY_1797	nucleotide binding	molecular function
Q24227603	Q21096302	P680	Bll0409 bll0409	FAD binding	molecular function
Q29804415	Q21121949	P680	Putative UDP-glucuronosyltransferase ugt-48 CELE_C18C4.3	UDP-glycosyltransferase activity	molecular function
Q55201092	Q21760921	P680	Enolase-phosphatase 1	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity	molecular function
Q24108001	Q14865768	P680	Diaminopimelate epimerase SMc03856	isomerase activity	molecular function
Q24227612	Q14817979	P680	Transcriptional regulator blr7430	transcription factor activity, sequence-specific DNA binding	molecular function
Q24114046	Q14633858	P680	Hypothetical protein lpg1935	DNA binding	molecular function
Q23513362	Q14840131	P680	Methyltransferase BC3171	transferase activity	molecular function
Q23485692	Q22323727	P680	Malonyl CoA-acyl carrier protein transacylase DR_1945	S-malonyltransferase activity	molecular function
Q21985154	Q167149	P680	Ninein	protein binding	molecular function
Q24122790	Q14863977	P680	Aminopeptidase N BN117_1809	metallopeptidase activity	molecular function
Q29524286	Q14817984	P680	F-box protein 5	protein kinase binding	molecular function
Q21987110	Q167149	P680	NIMA (never in mitosis gene a)-related expressed kinase 8	protein binding	molecular function
Q21605169	Q14864141	P680	3-hydroxy-3-methylglutaryl-CoA reductase BB_0685	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular function
Q21121750	Q14863658	P680	Putative NOL1/NOP2/Sun domain family member 5B	methyltransferase activity	molecular function
Q23460590	Q14353133	P680	Nicotinamide-nucleotide adenylyltransferase FN1132	catalytic activity	molecular function
Q21173229	Q167149	P680	Centromere protein J	protein binding	molecular function
Q23478405	Q34352927	P680	Endonuclease III SAOUHSC_01469	class I DNA-(apurinic or apyrimidinic site) lyase activity	molecular function
Q29819626	Q14864721	P680	Transcriptional Adaptor 1-2 Dmel_CG31866	histone acetyltransferase activity	molecular function
Q21101160	Q14633865	P680	Tripartite motif containing 43	zinc ion binding	molecular function
Q27738593	Q14861864	P680	Glycyl-tRNA synthetase Mb2378c	protein dimerization activity	molecular function
Q30515742	Q14887309	P680	Glycine betaine/choline ABC transporter substrate-binding protein LSEI_0064	transmembrane transporter activity	molecular function
Q28557557	Q13667380	P680	Aspartate beta-hydroxylase domain containing 2	metal ion binding	molecular function
Q23490367	Q14864825	P680	Aspartyl-tRNA synthetase SMU_1822	nucleic acid binding	molecular function
Q21125198	Q14633866	P680	Sialic acid binding Ig like lectin 9	carbohydrate binding	molecular function
Q27740869	Q14330639	P680	30S ribosomal protein S18 ML2683	RNA binding	molecular function
Q50854829	Q14882101	P680	Ribonuclease A family member 2	ribonuclease A activity	molecular function
Q21991894	Q14817981	P680	WNK lysine deficient protein kinase 4	ATP binding	molecular function
Q23521186	Q14633858	P680	LysR family transcriptional regulator BT9727_3267	DNA binding	molecular function
Q24096210	Q14349613	P680	Rieske (2Fe-2S) protein Psyr_2708	oxidoreductase activity	molecular function
Q21097141	Q14349613	P680	Aldehyde dehydrogenase 3 family member B2	oxidoreductase activity	molecular function
Q43373516	Q14864825	P680	Zgc:114104	nucleic acid binding	molecular function
Q23586637	Q14633865	P680	Phosphoribosyl-AMP cyclohydrolase GSU1531	zinc ion binding	molecular function
Q29824202	Q14907666	P680	Golgi phosphoprotein 3-like	phosphatidylinositol-4-phosphate binding	molecular function
Q28775188	Q14877432	P680	30S ribosomal protein S3 TM1494	rRNA binding	molecular function
Q23583524	Q14817981	P680	Phosphoglycerate kinase GSU3628	ATP binding	molecular function
Q14874351	Q14633861	P680	Insulin-like growth factor 2	integrin binding	molecular function
Q21988556	Q167149	P680	Sestrin 1	protein binding	molecular function
Q23610834	Q21107126	P680	Peptide deformylase tlr1676	peptide deformylase activity	molecular function
Q23499875	Q13667380	P680	Holliday junction-specific endonuclease EF1149	metal ion binding	molecular function
Q27756127	Q14349613	P680	3-ketoacyl-ACP reductase SCO4501	oxidoreductase activity	molecular function
Q23481910	Q14864720	P680	Single-strand DNA-binding protein of phage phi PVL SE2371	single-stranded DNA binding	molecular function
Q23431445	Q14874307	P680	Beta-hexosaminidase AHA_3100	hydrolase activity, acting on glycosyl bonds	molecular function
Q29815040	Q14904801	P680	Ance-3 Dmel_CG17988	dipeptidyl-peptidase activity	molecular function
Q30520022	Q14817981	P680	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-- lysine ligase BBPR_0581	ATP binding	molecular function
Q21106146	Q21106142	P680	GDP dissociation inhibitor 2	Rab GDP-dissociation inhibitor activity	molecular function
Q23475615	Q14865823	P680	ATPase domain-containing protein Caur_3174	phosphorelay sensor kinase activity	molecular function
Q27738681	Q14763000	P680	Hypothetical protein Mb1292c	cofactor binding	molecular function
Q22258638	Q14633865	P680	Dipeptidase PepV LBA0994	zinc ion binding	molecular function
Q29799188	Q14633866	P680	C-type LECtin CELE_F26A1.11	carbohydrate binding	molecular function
Q23557571	Q27290957	P680	Cyclic pyranopterin phosphate synthase STM0802	GTP 3',8'-cyclase activity	molecular function
Q21604362	Q21756160	P680	MTA/SAH nucleosidase BB_I06	adenosylhomocysteine nucleosidase activity	molecular function
Q23626648	Q14817981	P680	Sigma-54-binding protein PSPTO_5217	ATP binding	molecular function
Q23063627	Q21762219	P680	ATP phosphoribosyltransferase LA_1262	ATP phosphoribosyltransferase activity	molecular function
Q23426390	Q14859874	P680	Ornithine decarboxylase YE3527	carboxy-lyase activity	molecular function
Q21132016	Q14349613	P680	WW domain containing oxidoreductase	oxidoreductase activity	molecular function
Q23495641	Q14864384	P680	ABC transporter permease spr2024	transporter activity	molecular function
Q23593599	Q13667380	P680	Co/Zn/Cd efflux system protein BDGL_003559	metal ion binding	molecular function
Q23615148	Q14633866	P680	TonB dependent receptor SRU_2108	carbohydrate binding	molecular function
Q22271781	Q14864825	P680	ATP-dependent RNA helicase NMB1422	nucleic acid binding	molecular function
Q23618385	Q14633858	P680	LysR family transcriptional regulator CC_3510	DNA binding	molecular function
Q21632375	Q14916163	P680	GTP cyclohydrolase I HP0959	GTP cyclohydrolase I activity	molecular function
Q29793425	Q14349613	P680	Frataxin, mitochondrial CELE_F59G1.7	oxidoreductase activity	molecular function
Q29526280	Q21119210	P680	Receptor (chemosensory) transporter protein 4	olfactory receptor binding	molecular function
Q27550620	Q167149	P680	RRNA-processing protein BFR2 YDR299W	protein binding	molecular function
Q22315074	Q14633858	P680	Cro/CI family transcriptional regulator PP_0276	DNA binding	molecular function
Q23598071	Q14860823	P680	Na(+)-linked D-alanine glycine transporter GlyP SO_0858	symporter activity	molecular function
Q23463050	Q14633865	P680	30S ribosomal protein S14 DVU1316	zinc ion binding	molecular function
Q30552321	Q14349613	P680	Molybdopterin oxidoreductase Fe4S4 region Mesci_6013	oxidoreductase activity	molecular function
Q29812489	Q14817981	P680	Uncharacterized protein Dmel_CG4629	ATP binding	molecular function
Q24117663	Q21199031	P680	3,4-dihydroxy-2-butanone-4-phosphate synthase BN112_2492	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	molecular function
Q56105892	Q14349613	P680	Assimilatory sulfite reductase (NADPH) flavoprotein subunit MXAN_RS11285	oxidoreductase activity	molecular function
Q28563585	Q14633858	P680	Zinc finger protein 568	DNA binding	molecular function
Q23434993	Q14863082	P680	Sensor histide kinase VCA0719	kinase activity	molecular function
Q30519021	Q14860372	P680	ABC transporter ATP-binding protein LSL_2011	ATPase activity	molecular function
Q21114331	Q14908256	P680	Mediator complex subunit 26	transcription cofactor activity	molecular function
Q21124022	Q14633865	P680	ZFP37 zinc finger protein	zinc ion binding	molecular function
Q24106029	Q14861871	P680	Cysteinyl-tRNA synthetase NGR_c08620	ligase activity	molecular function
Q30546024	Q21102732	P680	4a-hydroxytetrahydrobiopterin dehydratase Mesci_0958	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	molecular function
Q23512035	Q14353168	P680	N-acetylmuramoyl-L-alanine amidase BCp0021	hydrolase activity	molecular function
Q21141852	Q21116589	P680	DNA ligase 3	DNA ligase (ATP) activity	molecular function
Q24146708	Q14859873	P680	N-acetylneuraminate lyase 2 ECUMN_3385	lyase activity	molecular function
Q38147407	Q14358516	P680	Hypothetical protein CCNA_02833	heme binding	molecular function
Q21111144	Q22320614	P680	ATP binding cassette subfamily C member 11	ATPase-coupled anion transmembrane transporter activity	molecular function
Q56579109	Q14633862	P680	conserved Plasmodium protein, unknown function	calcium ion binding	molecular function
Q23592566	Q14861871	P680	Tyrosyl-tRNA synthetase BDGL_002445	ligase activity	molecular function
Q24280227	Q21171767	P680	Phenylhydantoinase O3K_05100	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular function
Q21987741	Q14817979	P680	Metastasis associated 3	transcription factor activity, sequence-specific DNA binding	molecular function
Q27749923	Q14875014	P680	Hypothetical protein SCP1.334	helicase activity	molecular function
Q27549310	Q167149	P680	DNA-binding ATPase YPL082C	protein binding	molecular function
Q29805910	Q21100323	P680	ABC transporter, class E CELE_Y39E4B.1	ribosomal small subunit binding	molecular function
Q21120164	Q14817970	P680	Paired box 8	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	molecular function
Q24126503	Q14817979	P680	LysR family transcriptional regulator BP0764	transcription factor activity, sequence-specific DNA binding	molecular function
Q56104718	Q13667380	P680	Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase MXAN_RS06715	metal ion binding	molecular function
Q56111976	Q21199040	P680	RNA polymerase sigma factor MXAN_RS36030	sigma factor activity	molecular function
Q29527401	Q14820643	P680	Olfactory receptor 1083	signal transducer activity	molecular function
Q23507929	Q14865025	P680	O-acetylhomoserine sulfhydrylase L75975	pyridoxal phosphate binding	molecular function
Q24094363	Q14863082	P680	Homoserine kinase Psyr_0272	kinase activity	molecular function
Q23578638	Q14914442	P680	Monooxygenase flavin-binding family protein AMED_5969	N,N-dimethylaniline monooxygenase activity	molecular function
Q27751568	Q14349613	P680	Ketoacyl reductase SCO5086	oxidoreductase activity	molecular function
Q23517512	Q14353168	P680	Metallophosphoesterase BSU40220	hydrolase activity	molecular function
Q29816181	Q14819236	P680	Sestrin Dmel_CG11299	oxidoreductase activity, acting on peroxide as acceptor	molecular function
Q21989515	Q14860365	P680	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	nucleotide binding	molecular function
Q27474840	Q13667380	P680	Cyclic 3',5'-adenosine monophosphate phosphodiesterase SDY_3208	metal ion binding	molecular function
Q23535369	Q14864895	P680	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase CD630_10340	amidase activity	molecular function
Q21989330	Q14876106	P680	Unconventional myosin-IXb	actin-dependent ATPase activity	molecular function
Q24281474	Q14863658	P680	TRNA guanosine-2'-O-methyltransferase O3K_00585	methyltransferase activity	molecular function
Q21121430	Q14911714	P680	Spindlin family member 2A	methylated histone binding	molecular function
Q21134448	Q14860856	P680	Nucleosome assembly protein 1 like 2	histone binding	molecular function
Q23607143	Q14860372	P680	ABC transporter-like protein Smed_1128	ATPase activity	molecular function
Q56731383	Q14633858	P680	histone H2B	DNA binding	molecular function
Q22135968	Q21106473	P680	Nitrate/nitrite transporter ECIAI39_1562	nitrate transmembrane transporter activity	molecular function
Q55205653	Q14862699	P680	Interferon lambda 1	cytokine activity	molecular function
Q23626611	Q14645703	P680	ATP-dependent protease La PSPTO_3724	peptidase activity	molecular function
Q23437522	Q13667380	P680	Bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino) uracil reductase VF_0700	metal ion binding	molecular function
Q23527466	Q14887309	P680	AcrB/AcrD/AcrF family cation efflux protein CA_C0370	transmembrane transporter activity	molecular function
Q23588473	Q21121199	P680	Aspartate carbamoyltransferase MAB_2831c	aspartate carbamoyltransferase activity	molecular function
Q21125016	Q15320774	P680	RAB11A, member RAS oncogene family	myosin V binding	molecular function
Q22271710	Q21123401	P680	Ribulose-phosphate 3-epimerase NMB1244	ribulose-phosphate 3-epimerase activity	molecular function
Q23495925	Q14912153	P680	Formamidopyrimidine-DNA glycosylase spr0872	oxidized purine nucleobase lesion DNA N-glycosylase activity	molecular function
Q29807002	Q14326094	P680	Hypothetical protein CELE_K09C6.7	protein serine/threonine kinase activity	molecular function
Q23513936	Q14863082	P680	Pantothenate kinase BC0073	kinase activity	molecular function
Q55204391	Q14840132	P680	Glucoside xylosyltransferase 2	transferase activity, transferring glycosyl groups	molecular function
Q21133588	Q14633865	P680	Schlafen family member 13	zinc ion binding	molecular function
Q29517714	Q21109102	P680	Olfactory receptor 1305	olfactory receptor activity	molecular function
Q50612949	Q14840132	P680	Glycogen phosphorylase MAB_1854c	transferase activity, transferring glycosyl groups	molecular function
Q23460824	Q14860372	P680	ABC transporter ATP-binding protein FN2102	ATPase activity	molecular function
Q30545537	Q14349613	P680	Short-chain dehydrogenase/reductase SDR Mesci_1580	oxidoreductase activity	molecular function
Q22336295	Q21147840	P680	CTP synthetase lpg1181	CTP synthase activity	molecular function
Q24131791	Q21105314	P680	Histidyl-tRNA synthetase ECL_03856	histidine-tRNA ligase activity	molecular function
Q23562336	Q21106359	P680	Acetate--CoA ligase STM4275	acetate-CoA ligase activity	molecular function
Q24093848	Q21750291	P680	Monovalent cation/H+ antiporter subunit A Psyr_3252	NADH dehydrogenase (quinone) activity	molecular function
Q21441234	Q22312383	P680	Olfactory receptor 510	odorant binding	molecular function
Q22679015	Q14599289	P680	Butyrylcholinesterase	enzyme binding	molecular function
Q23524478	Q21756798	P680	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH CA_C3536	rRNA (pseudouridine-N3-)-methyltransferase activity	molecular function
Q24222575	Q14633865	P680	Bsr1260 bsr1260	zinc ion binding	molecular function
Q29819938	Q21121323	P680	Spindle defective 2 Dmel_CG17286	adenosine-diphosphatase activity	molecular function
Q27745173	Q14349613	P680	2-dehydropantoate 2-reductase    MSMEG_2919	oxidoreductase activity	molecular function
Q29521166	Q22312996	P680	Forkhead box C1	promoter-specific chromatin binding	molecular function
Q23603003	Q14353133	P680	Triose-phosphate isomerase FP1429	catalytic activity	molecular function
Q23480273	Q14859873	P680	Aspartate alpha-decarboxylase SAOUHSC_02916	lyase activity	molecular function
Q24099071	Q14912744	P680	MFS transporter XCC1113	drug transmembrane transporter activity	molecular function
Q27747367	Q14349613	P680	methionine-R-sulfoxide reductase    MSMEG_4418	oxidoreductase activity	molecular function
Q23466798	Q14820643	P680	Chemotaxis sensory transducer protein Rru_A3241	signal transducer activity	molecular function
Q21493985	Q14878339	P680	X-linked myotubular myopathy gene 1	phosphatidylinositol-3-phosphatase activity	molecular function
Q22161192	Q14763000	P680	Putative CoA-binding protein ECIAI39_2180	cofactor binding	molecular function
Q27745576	Q14861864	P680	Two-component system sensor kinase MSMEG_6238	protein dimerization activity	molecular function
Q29795567	Q14633869	P680	UBiquitin Conjugating enzyme CELE_Y110A2AM.3	ubiquitin protein ligase binding	molecular function
Q22291567	Q14907817	P680	3-oxoacyl-ACP reductase TDE0598	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular function
Q23597449	Q21758709	P680	Imidazole glycerol phosphate synthase glutamine amidotransferase subunit HisH SO_2070	imidazoleglycerol-phosphate synthase activity	molecular function
Q21109382	Q14349613	P680	Acyl-CoA dehydrogenase family member 10	oxidoreductase activity	molecular function
Q21599637	Q14914114	P680	ATP synthase F0F1 subunit B BU004	hydrogen ion transmembrane transporter activity	molecular function
Q29797801	Q14874307	P680	Alpha-1,2-Mannosidase CELE_F10C2.5	hydrolase activity, acting on glycosyl bonds	molecular function
Q24126401	Q14877608	P680	DNA polymerase IV BP0909	DNA-directed DNA polymerase activity	molecular function
Q23436769	Q21130493	P680	Lysyl-tRNA synthetase VF_2333	lysine-tRNA ligase activity	molecular function
Q22676754	Q14633866	P680	Polypeptide N-acetylgalactosaminyltransferase 4	carbohydrate binding	molecular function
Q24101930	Q14865768	P680	Foldase/peptidyl-prolyl cis-trans isomerase NGR_c26710	isomerase activity	molecular function
Q21981220	Q14908102	P680	Axin 1	GTPase activator activity	molecular function
Q23500889	Q14633858	P680	AraC family transcriptional regulator EF2218	DNA binding	molecular function
Q21114539	Q14885810	P680	Fli-1 proto-oncogene, ETS transcription factor	RNA polymerase II distal enhancer sequence-specific DNA binding	molecular function
Q14912405	Q14863345	P680	FMS-like tyrosine kinase 3	phosphatidylinositol 3-kinase binding	molecular function
Q29808866	Q13667380	P680	Uncharacterized protein Dmel_CG31233	metal ion binding	molecular function
Q21111811	Q14864825	P680	Paternally expressed 10	nucleic acid binding	molecular function
Q55203318	Q14326094	P680	Mitogen-activated protein kinase-activated protein kinase 3	protein serine/threonine kinase activity	molecular function
Q23483611	Q21101568	P680	Glucosamine--fructose-6-phosphate aminotransferase DR_0302	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	molecular function
Q23505909	Q14874307	P680	A/G-specific adenine glycosylase HMPREF0351_10952	hydrolase activity, acting on glycosyl bonds	molecular function
Q24153174	Q14353168	P680	Hypothetical protein NRG857_15995	hydrolase activity	molecular function
Q29827434	Q14907970	P680	FK506 binding protein 1Ab	peptidyl-prolyl cis-trans isomerase activity	molecular function
Q23479920	Q14353133	P680	Branched-chain amino acid aminotransferase SAOUHSC_00536	catalytic activity	molecular function
Q21106210	Q167149	P680	Glycoprotein hormone beta 5	protein binding	molecular function
Q21174384	Q14633858	P680	Zinc finger protein 660	DNA binding	molecular function
Q27758216	Q21100364	P680	30S ribosomal protein S17 SCO4711	structural constituent of ribosome	molecular function
Q21418942	Q15311664	P680	Bardet-Biedl syndrome 4 (human)	microtubule motor activity	molecular function
Q23589673	Q14865025	P680	Probable diaminopimelate decarboxylase    MAB_1434	pyridoxal phosphate binding	molecular function
Q21127373	Q21096411	P680	T cell leukemia/lymphoma 1B	protein serine/threonine kinase activator activity	molecular function
Q21761483	Q14840131	P680	Phospholipid methyltransferase PA0798	transferase activity	molecular function
Q29813462	Q14330639	P680	Ribosomal protein L18A Dmel_CG6510	RNA binding	molecular function
Q21986184	Q14817981	P680	NLR family, CARD domain containing 5	ATP binding	molecular function
Q23558000	Q14349613	P680	NADH dehydrogenase I chain G STM2323	oxidoreductase activity	molecular function
Q21149177	Q167149	P680	Inositol polyphosphate-5-phosphatase K	protein binding	molecular function
Q23621680	Q21101326	P680	RlpA BL1291	tRNA binding	molecular function
Q21990409	Q14762999	P680	Solute carrier family 51, beta subunit	protein heterodimerization activity	molecular function
Q55201593	Q14358476	P680	Glutaredoxin 5	electron carrier activity	molecular function
Q23568784	Q14863082	P680	Two-component sensor histidine kinase glr0861	kinase activity	molecular function
Q23607674	Q14353133	P680	Bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase Smed_3189	catalytic activity	molecular function
Q21116524	Q14633858	P680	AT-hook transcription factor	DNA binding	molecular function
Q27470579	Q14860365	P680	ABC transporter ATP-binding protein NRG857_08425	nucleotide binding	molecular function
Q29819275	Q14876109	P680	Short wing Dmel_CG18000	motor activity	molecular function
Q22233564	Q14877430	P680	ribonuclease VapC12    Rv1720c	ribonuclease activity	molecular function
Q21980033	Q14873950	P680	Myosin IG	phosphatidylinositol-4,5-bisphosphate binding	molecular function
Q27751195	Q14840131	P680	Dihydropteroate synthase SCO3398	transferase activity	molecular function
Q27754801	Q14908263	P680	Acetyltransferase SCO4151	N-acetyltransferase activity	molecular function
Q23437088	Q14633877	P680	Co-chaperone HscB VF_0620	chaperone binding	molecular function
Q23438306	Q14358476	P680	TMAO reductase III (TorYZ), cytochrome c-type subunit VF_A0189	electron carrier activity	molecular function
Q21114146	Q167149	P680	TATA-box binding protein associated factor, RNA polymerase I subunit D	protein binding	molecular function
Q50612598	Q14903610	P680	Probable branched-chain amino acid aminotransferase (IlvE) MAB_1950	transaminase activity	molecular function
Q21988881	Q21113183	P680	Obg-like ATPase 1	ribosomal large subunit binding	molecular function
Q23478658	Q21101247	P680	NADH dehydrogenase subunit 5 SAOUHSC_00412	NADH dehydrogenase (ubiquinone) activity	molecular function
Q23629199	Q14840132	P680	Heptosyl III transferase RB9245	transferase activity, transferring glycosyl groups	molecular function
Q23424943	Q14633858	P680	DNA-binding phage protein YE2346	DNA binding	molecular function
Q24130918	Q14817979	P680	LysR family transcriptional regulator EAE_15660	transcription factor activity, sequence-specific DNA binding	molecular function
Q23515994	Q14330639	P680	BglG family transcription antiterminator BSU13880	RNA binding	molecular function
Q23525203	Q14349613	P680	Dehydrogenase CA_C1423	oxidoreductase activity	molecular function
Q23428787	Q14353168	P680	Ribonuclease G AHA_0404	hydrolase activity	molecular function
Q29800528	Q14820641	P680	Hypothetical protein CELE_F26A1.4	protein kinase activity	molecular function
Q23599380	Q14877608	P680	DNA polymerase III beta subunit DnaN SO_0009	DNA-directed DNA polymerase activity	molecular function
Q50615011	Q14353133	P680	Possible serine/threonine phosphatase Ppp MAB_0037c	catalytic activity	molecular function
Q28011574	Q14817979	P680	Transcriptional regulator, GntR family Atu2504	transcription factor activity, sequence-specific DNA binding	molecular function
Q21123450	Q167149	P680	Phenylalanyl-tRNA synthetase subunit beta	protein binding	molecular function
Q23492969	Q14903610	P680	Aspartate aminotransferase SAG0525	transaminase activity	molecular function
Q24119834	Q14864972	P680	Oxidoreductase BN117_1016	oxidoreductase activity, acting on the CH-CH group of donors	molecular function
Q27745762	Q14353133	P680	enoyl-CoA hydratase/isomerase    MSMEG_0335	catalytic activity	molecular function
Q23559421	Q13667380	P680	Homologue of mvpA, Shigella flexneri PSLT106	metal ion binding	molecular function
Q24279503	Q13667380	P680	Phosphoglycolate phosphatase O3K_02145	metal ion binding	molecular function
Q30551376	Q14353133	P680	Oxygen-independent coproporphyrinogen III oxidase Mesci_0765	catalytic activity	molecular function
Q27552920	Q167149	P680	Trm82p YDR165W	protein binding	molecular function
Q30546584	Q14840131	P680	Nodulation protein A NodA Mesci_5856	transferase activity	molecular function
Q24147939	Q13667380	P680	ITPase/XTPase ECUMN_5025	metal ion binding	molecular function
Q4044834	Q167149	P680	Nuclear factor kappa B subunit 1	protein binding	molecular function
Q55201343	Q14864537	P680	Vasorin	transforming growth factor beta binding	molecular function
Q23476801	Q14863082	P680	Sugar kinase, ribokinase family Pro_1157	kinase activity	molecular function
Q23634330	Q14861871	P680	Lipoate-protein ligase A RB7072	ligase activity	molecular function
Q24092159	Q21116235	P680	Transposase Tn3 Psyr_2667	transposase activity	molecular function
Q23480203	Q21750223	P680	Branched-chain amino acid transport system II carrier protein SAOUHSC_00282	L-valine transmembrane transporter activity	molecular function
Q29816903	Q167149	P680	Annexin B9 Dmel_CG5730	protein binding	molecular function
Q24251607	Q14860365	P680	Two-component sensor histidine kinase lmo1378	nucleotide binding	molecular function
Q56109914	Q14863359	P680	PAS domain S-box protein MXAN_RS26585	transferase activity, transferring phosphorus-containing groups	molecular function
Q28560181	Q14873922	P680	Docking protein 1	signal transducer activity, downstream of receptor	molecular function
Q29809631	Q14864823	P680	Glial cells missing Dmel_CG12245	RNA polymerase II regulatory region sequence-specific DNA binding	molecular function
Q56110704	Q21122162	P680	Isoleucine--tRNA ligase MXAN_RS30155	isoleucine-tRNA ligase activity	molecular function
Q21101916	Q14908102	P680	Rho guanine nucleotide exchange factor 15	GTPase activator activity	molecular function
Q22134993	Q14860365	P680	Polyphosphate kinase ECIAI39_2642	nucleotide binding	molecular function
Q23476659	Q14645703	P680	D-alanyl-D-alanine dipeptidase Pro_0829	peptidase activity	molecular function
Q21498567	Q14633858	P680	Homeobox containing 1	DNA binding	molecular function
Q30522882	Q14817981	P680	Folylpolyglutamate synthase NCgl2292	ATP binding	molecular function
Q23538375	Q14817981	P680	HPr kinase/phosphorylase LBA0676	ATP binding	molecular function
Q21983012	Q14865298	P680	Protein tyrosine phosphatase, non-receptor type 6	SH3 domain binding	molecular function
